Crop,QueryType,StateName
Others,Market Information,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Potato,Fertilizer Use and Availability,MAHARASHTRA
Orange,	Plant Protection	,MAHARASHTRA
Bhindi(Okra/Ladysfinger),"Water Management, Micro Irrigation",MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Crop Insurance,MAHARASHTRA
fodder maize ,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Cultural Practices,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Sunflower (suryamukhi),Varieties,MAHARASHTRA
Custard Apple,Nutrient Management,MAHARASHTRA
Acid Lime,Nutrient Management,MAHARASHTRA
Beet Root (Garden Beet/Stock Beet),Seeds and Planting Material,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Crop Insurance,MAHARASHTRA
Maize (Makka),Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Chillies,Market Information,MAHARASHTRA
Sugarcane (Noble Cane),Cultural Practices,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Marigold,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Banana,	Plant Protection	,MAHARASHTRA
Sesame (Gingelly/Til)/Sesamum,Seeds,MAHARASHTRA
Marigold,Seeds and Planting Material,MAHARASHTRA
Maize (Makka),Varieties,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Brinjal,Fertilizer Use and Availability,MAHARASHTRA
Melon,Nutrient Management,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Rose,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Pomegranate,Nutrient Management,MAHARASHTRA
Pomegranate,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),Fertilizer Use and Availability,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Maize (Makka),Fertilizer Use and Availability,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Cluster Bean,	Plant Protection	,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Chillies,	Plant Protection	,MAHARASHTRA
Watermelon,Market Information,MAHARASHTRA
Melon,	Plant Protection	,MAHARASHTRA
Sorghum (Jowar/Great Millet),	Plant Protection	,MAHARASHTRA
Onion,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
"Bovine(Cow,Buffalo)",Animal Breeding,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Wheat,Nutrient Management,MAHARASHTRA
Onion,Nursery Management,MAHARASHTRA
Tomato,Seeds and Planting Material,MAHARASHTRA
Brinjal,Cultural Practices,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bhindi(Okra/Ladysfinger),Seeds and Planting Material,MAHARASHTRA
Beet Root (Garden Beet/Stock Beet),"Power, Roads etc.",MAHARASHTRA
Groundnut (pea nut/mung phalli),Varieties,MAHARASHTRA
Melon,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Others,Organic Farming,MAHARASHTRA
Guava,Fertilizer Use and Availability,MAHARASHTRA
Chillies,Credit,MAHARASHTRA
Sugarcane (Noble Cane),Post Harvest Preservation,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Coriander,Cultural Practices,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Musk Melon,Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA
Musk Melon,Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Fenugreek,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Groundnut (pea nut/mung phalli),Nutrient Management,MAHARASHTRA
Brinjal,Market Information,MAHARASHTRA
Little Millet (Samai/Kutki/kodo-kutki),	Plant Protection	,MAHARASHTRA
Coriander,Medicinal and Aromatic Plants,MAHARASHTRA
Others,Weather,MAHARASHTRA
Marigold,Seeds and Planting Material,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Maize (Makka),Seeds,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Sugarcane (Noble Cane),Organic Farming,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,Market Information,MAHARASHTRA
Sugarcane (Noble Cane),Organic Farming,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Banana,Seeds and Planting Material,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Cucumber,	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Brinjal,Fertilizer Use and Availability,MAHARASHTRA
Onion,Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Papaya,	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Maize (Makka),Varieties,MAHARASHTRA
Brinjal,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Ridge Gourd,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Cucumber,	Plant Protection	,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Banana,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Soil Health Card,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Ber,Nutrient Management,MAHARASHTRA
Indian rapeseed and mustard (yellow sarson),Nutrient Management,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Sorghum (Jowar/Great Millet),Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Watermelon,Seeds and Planting Material,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Watermelon,Market Information,MAHARASHTRA
Others,Organic Farming,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Faba Bean (Horse Bean/windsor Bean),Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Papaya,	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Melon,Fertilizer Use and Availability,MAHARASHTRA
Papaya,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Soil Health Card,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA
Sorghum (Jowar/Great Millet),	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Sorghum (Jowar/Great Millet),Nutrient Management,MAHARASHTRA
Sorghum (Jowar/Great Millet),Fertilizer Use and Availability,MAHARASHTRA
Others,Soil Health Card,MAHARASHTRA
Others,Weather,MAHARASHTRA
Brinjal,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Melon,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Sorghum (Jowar/Great Millet),Seeds,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Rose,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Acid Lime,Seeds and Planting Material,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Chillies,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Mango,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Faba Bean (Horse Bean/windsor Bean),Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Chillies,Seeds and Planting Material,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Tomato,	Plant Protection	,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Musk Melon,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
fodder sorghum,	Plant Protection	,MAHARASHTRA
Others,Crop Insurance,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Horse Gram (kulthi/kultha),Crop Insurance,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Musk Melon,Seeds and Planting Material,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,	Plant Protection	,MAHARASHTRA
Watermelon,Market Information,MAHARASHTRA
Others,Cultural Practices,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Sorghum (Jowar/Great Millet),	Plant Protection	,MAHARASHTRA
Leafy Vegetable,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Melon,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Cluster Bean,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Chillies,	Plant Protection	,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Other,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Papaya,Seeds and Planting Material,MAHARASHTRA
Wheat,Weed Management,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Melon,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Grape,Cultural Practices,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Organic Farming,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Onion,Organic Farming,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Grape,Cultural Practices,MAHARASHTRA
Chillies,Cultural Practices,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Guava,	Plant Protection	,MAHARASHTRA
Watermelon,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Beans ,	Plant Protection	,MAHARASHTRA
Chillies,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Maize (Makka),Weed Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Lemon,	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),Varieties,MAHARASHTRA
Lemon,Fertilizer Use and Availability,MAHARASHTRA
Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Bitter Gourd,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Pomegranate,Cultural Practices,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Banana,Seeds and Planting Material,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Sorghum (Jowar/Great Millet),Varieties,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Chillies,Nutrient Management,MAHARASHTRA
Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Barley (Jau),	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Bhindi(Okra/Ladysfinger),Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Cluster Bean,	Plant Protection	,MAHARASHTRA
Black Gram (urd bean),Sowing Time and Weather,MAHARASHTRA
Bhindi(Okra/Ladysfinger),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Sorghum (Jowar/Great Millet),Weed Management,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Pomegranate,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Soil Health Card,MAHARASHTRA
Rose,	Plant Protection	,MAHARASHTRA
Rose,Fertilizer Use and Availability,MAHARASHTRA
Watermelon,	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA
Melon,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Training and Exposure Visits,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Groundnut (pea nut/mung phalli),Cultural Practices,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Mango,Seeds and Planting Material,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Lucerne (Alfalfa),Fertilizer Use and Availability,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Papaya,Seeds and Planting Material,MAHARASHTRA
Others,Weather,MAHARASHTRA
Indian rapeseed and mustard (yellow sarson),Organic Farming,MAHARASHTRA
Cucumber,Nutrient Management,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
Cucumber,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Others,Organic Farming,MAHARASHTRA
Lemon,Fertilizer Use and Availability,MAHARASHTRA
Chillies,Seeds and Planting Material,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Brinjal,Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,	Field Preparation	,MAHARASHTRA
Rose,	Plant Protection	,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Pomegranate,Nutrient Management,MAHARASHTRA
"Bovine(Cow,Buffalo)",Livestock Products Processing and Packaging,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Wheat,Nutrient Management,MAHARASHTRA
Grape,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Guava,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Other,	Plant Protection	,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Mushroom,Market Information,MAHARASHTRA
Chillies,Nutrient Management,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Brinjal,Market Information,MAHARASHTRA
Melon,Market Information,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Cluster Bean,Cultural Practices,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,MAHARASHTRA
Drum Stick,	Plant Protection	,MAHARASHTRA
Tomato,	Plant Protection	,MAHARASHTRA
Banana,Seeds and Planting Material,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Rose,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",MAHARASHTRA
Tomato,Nutrient Management,MAHARASHTRA
Bhindi(Okra/Ladysfinger),	Plant Protection	,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
Tomato,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Cotton (Kapas),Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
