index,Sector,Category,Crop,QueryType,StateName,DistrictName
16101,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16102,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
16103,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
16104,HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,MAHARASHTRA,SOLAPUR
16106,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA,SOLAPUR
16107,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA,SOLAPUR
16108,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA,SOLAPUR
16109,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Organic Farming,MAHARASHTRA,SOLAPUR
16110,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16111,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Market Information,MAHARASHTRA,SOLAPUR
16112,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16113,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA,SOLAPUR
16114,HORTICULTURE,Fruits,Lemon,	Plant Protection	,MAHARASHTRA,SOLAPUR
16115,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16116,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16117,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16118,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16119,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16120,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16121,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16122,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16123,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16124,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16125,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16126,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16127,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16128,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16129,AGRICULTURE,Others,Others,Seeds,MAHARASHTRA,SOLAPUR
16130,HORTICULTURE,Vegetables,Cucumber,	Plant Protection	,MAHARASHTRA,SOLAPUR
16131,HORTICULTURE,Fruits,Acid Lime,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16132,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
16133,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
16134,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16135,AGRICULTURE,Others,Others,Crop Insurance,MAHARASHTRA,SOLAPUR
16136,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16137,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16138,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
16139,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16140,HORTICULTURE,Fruits,Papaya,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16141,HORTICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
16142,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16143,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16144,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Varieties,MAHARASHTRA,SOLAPUR
16145,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16146,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16147,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16148,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
16149,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16150,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16151,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
16152,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16153,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16154,HORTICULTURE,Fruits,Grape,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16155,HORTICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
16156,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
16157,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16158,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16159,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16160,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,SOLAPUR
16161,AGRICULTURE,Others,Others,Organic Farming,MAHARASHTRA,SOLAPUR
16162,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16163,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16164,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16165,HORTICULTURE,Fruits,Papaya,	Plant Protection	,MAHARASHTRA,SOLAPUR
16166,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Seeds,MAHARASHTRA,SOLAPUR
16167,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16168,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16169,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16170,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16171,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16172,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16173,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
16174,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16175,HORTICULTURE,Fruits,Mango,	Plant Protection	,MAHARASHTRA,SOLAPUR
16176,AGRICULTURE,Cereals,Wheat,	Plant Protection	,MAHARASHTRA,SOLAPUR
16177,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,MAHARASHTRA,SOLAPUR
16178,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16179,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16180,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16181,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16182,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16183,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16184,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16185,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16186,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16187,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16188,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
16189,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,MAHARASHTRA,SOLAPUR
16190,AGRICULTURE,Green Manure,Sunnhemp (Patua),Seeds,MAHARASHTRA,SOLAPUR
16191,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16192,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16193,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16194,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16196,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16197,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16198,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16199,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,MAHARASHTRA,BULDANA
16200,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,BULDANA
16201,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,MAHARASHTRA,BULDANA
16202,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,MAHARASHTRA,BULDANA
16203,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16204,HORTICULTURE,Vegetables,Onion,	Plant Protection	,MAHARASHTRA,BULDANA
16205,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,BULDANA
16206,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16207,AGRICULTURE,Cereals,Wheat,	Plant Protection	,MAHARASHTRA,BULDANA
16208,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16209,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16210,HORTICULTURE,Vegetables,Brinjal,Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16211,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16212,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16213,HORTICULTURE,Fruits,Banana,	Plant Protection	,MAHARASHTRA,BULDANA
16214,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16215,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16216,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA,BULDANA
16218,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16219,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16220,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Varieties,MAHARASHTRA,BULDANA
16221,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16222,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16223,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16224,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16225,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16226,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA,BULDANA
16227,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA,BULDANA
16228,HORTICULTURE,Vegetables,Bottle Gourd ,	Plant Protection	,MAHARASHTRA,BULDANA
16229,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16230,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16231,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16232,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16233,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16234,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16235,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16236,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16237,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16238,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16239,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16240,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16241,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16242,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,BULDANA
16243,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,BULDANA
16244,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16245,HORTICULTURE,Vegetables,Onion,	Plant Protection	,MAHARASHTRA,BULDANA
16246,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16247,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16248,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16249,AGRICULTURE,Others,Others,Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16250,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA,BULDANA
16251,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,BULDANA
16252,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,BULDANA
16253,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16254,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16255,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16256,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16257,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16258,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16259,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Nutrition,MAHARASHTRA,BULDANA
16260,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16261,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA,BULDANA
16262,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,BULDANA
16263,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16264,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16265,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16266,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,BULDANA
16267,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16268,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16269,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Government Schemes,MAHARASHTRA,BULDANA
16270,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16271,HORTICULTURE,Fruits,Mango,Nutrient Management,MAHARASHTRA,BULDANA
16272,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16273,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16275,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16276,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16277,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16278,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16279,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16280,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16281,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Varieties,MAHARASHTRA,BULDANA
16282,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16283,AGRICULTURE,Cereals,Wheat,	Plant Protection	,MAHARASHTRA,BULDANA
16284,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16285,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Nutrition,MAHARASHTRA,BULDANA
16286,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16287,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16288,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16289,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16290,HORTICULTURE,Fruits,Mango,	Plant Protection	,MAHARASHTRA,BULDANA
16292,HORTICULTURE,Vegetables,Cucumber,Seeds and Planting Material,MAHARASHTRA,BULDANA
16293,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16294,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16295,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,MAHARASHTRA,BULDANA
16297,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,MAHARASHTRA,BULDANA
16298,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,MAHARASHTRA,BULDANA
16299,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16300,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16301,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,MAHARASHTRA,BULDANA
16302,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,BULDANA
16303,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,BULDANA
16304,AGRICULTURE,Others,Others,Varieties,MAHARASHTRA,BULDANA
16305,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16306,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16307,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16308,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,MAHARASHTRA,BULDANA
16309,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,BULDANA
16310,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16311,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16312,HORTICULTURE,Vegetables,Onion,	Plant Protection	,MAHARASHTRA,BULDANA
16313,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16314,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16315,HORTICULTURE,Condiments and Spices,Turmeric,	Plant Protection	,MAHARASHTRA,BULDANA
16316,HORTICULTURE,Condiments and Spices,Turmeric,	Plant Protection	,MAHARASHTRA,BULDANA
16317,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,BULDANA
16318,HORTICULTURE,Vegetables,Onion,Seeds and Planting Material,MAHARASHTRA,BULDANA
16319,HORTICULTURE,Vegetables,Onion,	Plant Protection	,MAHARASHTRA,BULDANA
16320,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16321,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,MAHARASHTRA,BULDANA
16322,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16323,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16324,HORTICULTURE,Fruits,Banana,	Plant Protection	,MAHARASHTRA,BULDANA
16325,HORTICULTURE,Vegetables,Bottle Gourd ,	Plant Protection	,MAHARASHTRA,BULDANA
16326,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16327,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16328,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,BULDANA
16329,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16330,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16331,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16332,AGRICULTURE,Cereals,Wheat,	Plant Protection	,MAHARASHTRA,BULDANA
16334,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16335,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16336,AGRICULTURE,Others,Others,	Plant Protection	,MAHARASHTRA,BULDANA
16337,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16338,HORTICULTURE,Vegetables,Drum Stick,Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16339,HORTICULTURE,Fruits,Banana,Nutrient Management,MAHARASHTRA,BULDANA
16340,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,BULDANA
16341,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16342,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,BULDANA
16343,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16344,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16345,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16346,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16347,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16348,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16349,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16350,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16351,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16352,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16353,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16354,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16355,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16356,HORTICULTURE,Vegetables,Onion,	Plant Protection	,MAHARASHTRA,BULDANA
16357,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16358,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16359,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA,BULDANA
16360,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,BULDANA
16361,HORTICULTURE,Vegetables,Onion,	Plant Protection	,MAHARASHTRA,BULDANA
16362,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16365,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16366,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16367,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,MAHARASHTRA,BULDANA
16368,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16369,HORTICULTURE,Fruits,Banana,	Plant Protection	,MAHARASHTRA,BULDANA
16370,HORTICULTURE,Fruits,Banana,Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16371,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16372,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16373,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16374,AGRICULTURE,Millets,Maize (Makka),Weed Management,MAHARASHTRA,BULDANA
16375,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Organic Farming,MAHARASHTRA,BULDANA
16376,HORTICULTURE,Fruits,Mango,	Plant Protection	,MAHARASHTRA,BULDANA
16377,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16378,HORTICULTURE,Fruits,Musk Melon,	Plant Protection	,MAHARASHTRA,BULDANA
16379,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16380,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16381,HORTICULTURE,Vegetables,Onion,Crop Insurance,MAHARASHTRA,BULDANA
16382,AGRICULTURE,Others,Others,Nutrient Management,MAHARASHTRA,BULDANA
16383,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16384,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,MAHARASHTRA,BULDANA
16385,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16386,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16387,AGRICULTURE,Fodder Crops,fodder maize ,	Plant Protection	,MAHARASHTRA,BULDANA
16388,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16389,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16390,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16391,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,BULDANA
16392,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16393,HORTICULTURE,Fruits,Mango,Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16394,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,MAHARASHTRA,BULDANA
16396,HORTICULTURE,Vegetables,Onion,	Plant Protection	,MAHARASHTRA,BULDANA
16397,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,BULDANA
16398,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,BULDANA
16399,HORTICULTURE,Fruits,Mosambi,Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16400,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16401,HORTICULTURE,Fruits,Acid Lime,Seeds and Planting Material,MAHARASHTRA,BULDANA
16402,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16403,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
16404,HORTICULTURE,Vegetables,Brinjal,Fertilizer Use and Availability,MAHARASHTRA,BULDANA
16405,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MAHARASHTRA,BULDANA
16406,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,BULDANA
